;Chain;Brand;Week;UnitSales;PricePU;PricePL;BasePricePU;BasePricePL;FeatOnly;DispOnly;FeatDisp;Average weekly COVID cases;Weekly holiday dummy;Average weekly temperature
1;Albert Heijn;PrivateLabel;1;266583;1.34;1.81;2.49;3.63;100;0;97;0;1;42.1428571428571
2;Albert Heijn;PrivateLabel;2;46122;2.35;3.51;2.49;3.61;0;31;0;0;0;66.8571428571429
3;Albert Heijn;PrivateLabel;3;46691;2.48;3.61;2.49;3.61;0;0;0;0;0;26.5714285714286
4;Albert Heijn;PrivateLabel;4;51753;2.49;3.6;2.51;3.59;0;0;0;0;0;33.2857142857143
5;Albert Heijn;PrivateLabel;5;36881;2.47;3.69;2.49;3.62;0;0;0;0;0;81.4285714285714
6;Albert Heijn;PrivateLabel;6;45623;2.49;3.6;2.48;3.65;0;0;0;0;0;25.4285714285714
7;Albert Heijn;PrivateLabel;7;50369;2.49;3.62;2.5;3.6;0;0;0;0;0;87.5714285714286
8;Albert Heijn;PrivateLabel;8;52684;2.46;3.59;2.5;3.61;0;0;0;0;0;100.142857142857
9;Albert Heijn;PrivateLabel;9;50113;2.46;3.57;2.5;3.61;0;0;0;0;0;96.1428571428571
10;Albert Heijn;PrivateLabel;10;62011;2.2;3.73;2.49;3.65;0;0;0;0;0;110.142857142857
11;Albert Heijn;PrivateLabel;11;57081;2.42;3.53;2.48;3.62;0;0;0;0;0;138.714285714286
12;Albert Heijn;PrivateLabel;12;54857;2.43;3.52;2.46;3.58;0;0;0;0;0;127
13;Albert Heijn;PrivateLabel;13;60509;2.41;3.5;2.47;3.56;0;0;0;0;0;175
14;Albert Heijn;PrivateLabel;14;60103;2.42;3.52;2.46;3.56;0;0;0;0;0;145.142857142857
15;Albert Heijn;PrivateLabel;15;59660;2.42;3.52;2.45;3.54;0;0;0;0;1;143.714285714286
16;Albert Heijn;PrivateLabel;16;51722;2.42;3.59;2.44;3.51;0;0;0;0;1;114.571428571429
17;Albert Heijn;PrivateLabel;17;52480;2.41;3.56;2.44;3.55;0;0;0;0;1;116.142857142857
18;Albert Heijn;PrivateLabel;18;36126;2.41;3.69;2.43;3.59;0;0;0;0;1;151
19;Albert Heijn;PrivateLabel;19;50701;2.45;3.61;2.44;3.59;0;0;0;0;0;177.428571428571
20;Albert Heijn;PrivateLabel;20;60824;2.42;3.58;2.45;3.58;0;0;0;0;0;215.428571428571
21;Albert Heijn;PrivateLabel;21;67125;2.45;3.7;2.45;3.64;0;0;0;0;1;242.285714285714
22;Albert Heijn;PrivateLabel;22;70980;2.44;3.67;2.45;3.64;0;0;0;0;0;246.142857142857
23;Albert Heijn;PrivateLabel;23;63536;2.45;3.65;2.46;3.7;0;0;0;0;1;205.571428571429
24;Albert Heijn;PrivateLabel;24;47231;2.43;3.75;2.47;3.71;0;0;0;0;0;225.285714285714
25;Albert Heijn;PrivateLabel;25;72440;2.36;3.53;2.47;3.66;0;5;0;0;0;267.285714285714
26;Albert Heijn;PrivateLabel;26;55291;2.45;3.67;2.46;3.69;0;0;0;0;0;209.714285714286
27;Albert Heijn;PrivateLabel;27;63782;2.44;3.72;2.46;3.71;0;0;0;0;0;238
28;Albert Heijn;PrivateLabel;28;57123;2.42;3.83;2.45;3.78;0;1;0;0;0;212.285714285714
29;Albert Heijn;PrivateLabel;29;46859;2.39;4.02;2.45;3.8;0;2;0;0;0;244.142857142857
30;Albert Heijn;PrivateLabel;30;45661;2.41;3.91;2.44;3.85;0;0;0;0;0;208.285714285714
31;Albert Heijn;PrivateLabel;31;45116;2.41;3.88;2.42;3.85;0;0;0;0;0;221.571428571429
32;Albert Heijn;PrivateLabel;32;72277;2.35;3.99;2.51;4.27;98;0;9;0;0;210.857142857143
33;Albert Heijn;PrivateLabel;33;60204;2.53;4.12;2.53;4.12;0;0;0;0;0;214.714285714286
34;Albert Heijn;PrivateLabel;34;75159;2.5;4.12;2.52;4.09;0;1;0;0;0;228.142857142857
35;Albert Heijn;PrivateLabel;35;93971;2.29;3.98;2.52;4.06;0;3;0;0;0;230.571428571429
36;Albert Heijn;PrivateLabel;36;59243;2.55;4.09;2.53;4.03;0;0;0;0;0;190.857142857143
37;Albert Heijn;PrivateLabel;37;71467;2.44;3.97;2.55;4.11;98;0;0;0;0;163.857142857143
38;Albert Heijn;PrivateLabel;38;65462;2.5;4.05;2.53;4.04;0;0;0;0;0;177.714285714286
39;Albert Heijn;PrivateLabel;39;63348;2.53;4.01;2.56;4.03;0;0;0;0;0;192.714285714286
40;Albert Heijn;PrivateLabel;40;62739;2.53;3.97;2.55;4.06;0;0;0;0;0;160.285714285714
41;Albert Heijn;PrivateLabel;41;55841;2.49;4.29;2.54;4.04;0;0;0;0;0;163.142857142857
42;Albert Heijn;PrivateLabel;42;58632;2.56;4.05;2.55;4.03;0;0;0;0;0;194.714285714286
43;Albert Heijn;PrivateLabel;43;60625;2.55;4.01;2.58;4.08;0;0;0;0;0;156.857142857143
44;Albert Heijn;PrivateLabel;44;64707;2.57;4.01;2.59;4.06;0;0;0;0;0;130.714285714286
45;Albert Heijn;PrivateLabel;45;68972;2.52;4.05;2.57;4.04;0;0;0;0;0;102.142857142857
46;Albert Heijn;PrivateLabel;46;65153;2.56;4.03;2.57;4.01;0;0;0;0;0;96.2857142857143
47;Albert Heijn;PrivateLabel;47;62655;2.57;3.98;2.58;4.04;0;0;0;0;0;112
48;Albert Heijn;PrivateLabel;48;54859;2.55;4.24;2.58;4.09;0;0;0;0;0;53.1428571428571
49;Albert Heijn;PrivateLabel;49;55135;2.58;4.05;2.59;4.1;0;0;0;0;0;74.1428571428571
50;Albert Heijn;PrivateLabel;50;58763;2.56;3.99;2.59;4.01;0;0;0;0;0;45.8571428571429
51;Albert Heijn;PrivateLabel;51;81701;2.54;4.16;2.6;4.11;0;0;0;0;0;84
52;Albert Heijn;PrivateLabel;52;57747;2.45;3.97;2.57;4.06;0;2;0;0;1;81.2857142857143
53;Albert Heijn;PrivateLabel;53;52727;2.55;4.01;2.57;4.03;0;0;0;0;1;98.2857142857143
54;Albert Heijn;PrivateLabel;54;60562;2.54;3.98;2.56;3.99;0;0;0;0;0;57.7142857142857
55;Albert Heijn;PrivateLabel;55;62207;2.56;4.01;2.57;4.04;0;0;0;0;0;66.8571428571429
56;Albert Heijn;PrivateLabel;56;65973;2.57;4.03;2.57;4.01;0;0;0;0;0;94.1428571428571
57;Albert Heijn;PrivateLabel;57;63233;2.6;4.05;2.58;4.04;0;0;0;0;0;79.8571428571429
58;Albert Heijn;PrivateLabel;58;56638;2.56;4.24;2.56;4.08;0;0;0;0;0;35.4285714285714
59;Albert Heijn;PrivateLabel;59;66493;2.54;4.16;2.61;4.11;0;0;0;0;0;73.7142857142857
60;Albert Heijn;PrivateLabel;60;60938;2.56;4.12;2.57;4.01;0;0;0;0;0;45.4285714285714
61;Albert Heijn;PrivateLabel;61;67556;2.44;3.93;2.57;4.06;0;2;0;0;0;-4.71428571428571
62;Albert Heijn;PrivateLabel;62;64724;2.55;3.98;2.59;4.1;0;0;0;0;0;108.571428571429
63;Albert Heijn;PrivateLabel;63;74532;2.43;3.89;2.6;4.04;0;0;0;0;0;93
64;Albert Heijn;PrivateLabel;64;64311;2.53;3.94;2.57;4.04;0;0;0;0;0;73.5714285714286
65;Albert Heijn;PrivateLabel;65;64096;2.39;3.91;2.55;4.05;0;0;0;0;1;111
66;Albert Heijn;PrivateLabel;66;60805;2.5;3.99;2.56;4.06;0;0;0;0;1;139.571428571429
67;Albert Heijn;PrivateLabel;67;64288;2.54;4.05;2.57;4.11;0;0;0;0;0;176.428571428571
68;Albert Heijn;PrivateLabel;68;74309;2.55;4.09;2.55;4.06;0;0;0;0;0;218.714285714286
69;Albert Heijn;PrivateLabel;69;60398;2.57;4.27;2.59;4.21;0;0;0;0;1;166.428571428571
70;Albert Heijn;PrivateLabel;70;58393;2.52;4.16;2.55;4.14;0;0;0;0;1;158.857142857143
71;Albert Heijn;PrivateLabel;71;74493;2.35;4;2.59;4.25;98;0;2;0;1;231.142857142857
72;Albert Heijn;PrivateLabel;72;56633;2.46;4.02;2.59;4.3;0;0;0;0;0;187.714285714286
73;Albert Heijn;PrivateLabel;73;62932;2.46;3.96;2.59;4.32;0;0;0;0;1;253
74;Albert Heijn;PrivateLabel;74;77213;2.53;3.79;2.6;4.17;0;0;0;0;0;258.285714285714
75;Albert Heijn;PrivateLabel;75;70281;2.57;3.84;2.53;3.96;0;0;0;0;0;240.142857142857
76;Albert Heijn;PrivateLabel;76;60141;2.56;4.04;2.51;4.57;99;0;0;0;0;209.428571428571
77;Albert Heijn;PrivateLabel;77;52934;2.59;3.92;2.63;4.01;0;0;0;0;0;196.428571428571
78;Albert Heijn;PrivateLabel;78;54286;2.6;3.97;2.62;4.06;0;1;0;0;0;237.285714285714
79;Albert Heijn;PrivateLabel;79;65573;2.61;3.92;2.56;3.87;0;0;0;0;0;255.714285714286
80;Albert Heijn;PrivateLabel;80;162324;1.9;2.69;2.63;3.94;98;0;72;0;0;236.142857142857
81;Albert Heijn;PrivateLabel;81;52919;2.59;3.95;2.58;3.92;0;0;0;0;0;268
82;Albert Heijn;PrivateLabel;82;71448;2.36;3.52;2.61;3.95;0;0;0;0;0;306.142857142857
83;Albert Heijn;PrivateLabel;83;66273;2.51;3.74;2.6;3.91;0;0;0;0;0;286
84;Albert Heijn;PrivateLabel;84;56462;2.59;3.9;2.6;3.94;0;0;0;0;0;255.571428571429
85;Albert Heijn;PrivateLabel;85;58827;2.49;3.85;2.62;3.95;97;0;0;0;0;233.142857142857
86;Albert Heijn;PrivateLabel;86;49558;2.6;3.95;2.63;3.98;0;0;0;0;0;222.428571428571
87;Albert Heijn;PrivateLabel;87;49838;2.58;3.88;2.6;3.93;0;0;0;0;0;198
88;Albert Heijn;PrivateLabel;88;49820;2.62;3.95;2.6;3.92;0;0;0;0;0;210.857142857143
89;Albert Heijn;PrivateLabel;89;49138;2.46;3.86;2.65;4.07;99;0;0;0;0;206.285714285714
90;Albert Heijn;PrivateLabel;90;48461;2.6;3.93;2.63;3.98;0;0;0;0;0;220.285714285714
91;Albert Heijn;PrivateLabel;91;48471;2.61;3.94;2.62;3.98;0;0;0;0;0;164.285714285714
92;Albert Heijn;PrivateLabel;92;48579;2.61;3.93;2.65;4.02;0;0;0;0;0;177
93;Albert Heijn;PrivateLabel;93;42565;2.71;4.09;2.72;4.06;0;0;0;0;0;209.714285714286
94;Albert Heijn;PrivateLabel;94;43631;2.75;4.09;2.69;4.03;0;0;0;0;0;199
95;Albert Heijn;PrivateLabel;95;40829;2.78;4.13;2.73;4.1;0;0;0;0;0;141.714285714286
96;Albert Heijn;PrivateLabel;96;43030;2.59;4.01;2.74;4.15;100;0;0;0;0;99.7142857142857
97;Albert Heijn;PrivateLabel;97;45349;2.59;3.78;2.6;3.82;0;0;0;0;0;134.714285714286
98;Albert Heijn;PrivateLabel;98;50138;2.45;3.55;2.61;3.85;0;0;0;0;0;115.857142857143
99;Albert Heijn;PrivateLabel;99;50356;2.41;3.72;2.57;3.81;98;0;0;0;0;55.8571428571429
100;Albert Heijn;PrivateLabel;100;41569;2.59;3.8;2.56;3.77;0;0;0;0;0;82.5714285714286
101;Albert Heijn;PrivateLabel;101;41667;2.6;3.8;2.6;3.82;0;0;0;0;0;114
102;Albert Heijn;PrivateLabel;102;42674;2.61;3.82;2.6;3.83;0;0;0;0;0;51.8571428571429
103;Albert Heijn;PrivateLabel;103;45820;2.65;3.96;2.59;3.83;0;0;0;0;0;87.4285714285714
104;Albert Heijn;PrivateLabel;104;36140;2.63;3.91;2.61;3.88;0;0;0;0;1;73.1428571428571
105;Albert Heijn;PrivateLabel;105;43162;2.66;3.91;2.6;3.83;0;0;0;0;1;81.2857142857143
106;Albert Heijn;PrivateLabel;106;46576;2.69;3.93;2.59;3.79;0;0;0;0;0;80.2857142857143
107;Albert Heijn;PrivateLabel;107;46007;2.69;3.93;2.69;3.96;0;0;0;0;0;65.2857142857143
108;Albert Heijn;PrivateLabel;108;61128;2.57;3.89;2.66;3.91;0;0;0;0;0;29.8571428571429
109;Albert Heijn;PrivateLabel;109;40833;2.68;3.93;2.66;3.88;0;0;0;0;0;36.7142857142857
110;Albert Heijn;PrivateLabel;110;46184;2.48;3.6;2.73;4;0;0;0;0;0;75.4285714285714
111;Albert Heijn;PrivateLabel;111;44100;2.48;3.62;2.7;3.99;0;0;0;0;0;109.142857142857
112;Albert Heijn;PrivateLabel;112;55627;2.41;3.63;2.66;3.92;0;4;0;0;0;124.714285714286
113;Albert Heijn;PrivateLabel;113;43036;2.47;3.64;2.62;3.85;0;0;0;0;0;148.142857142857
114;Albert Heijn;PrivateLabel;114;43261;2.47;3.62;2.55;3.73;0;0;0;0;0;117.428571428571
115;Albert Heijn;PrivateLabel;115;41759;2.48;3.65;2.53;3.75;0;0;0;0;0;105
116;Albert Heijn;PrivateLabel;116;46821;2.47;3.61;2.46;3.61;0;0;0;0;0;121.714285714286
117;Albert Heijn;PrivateLabel;117;49808;2.5;3.63;2.48;3.63;0;0;0;0;0;129.428571428571
118;Albert Heijn;PrivateLabel;118;49504;2.39;3.48;2.52;3.68;0;0;0;0;0;128.857142857143
119;Albert Heijn;PrivateLabel;119;47909;2.53;3.67;2.51;3.65;0;0;0;0;0;137.142857142857
120;Albert Heijn;PrivateLabel;120;49868;2.51;3.67;2.48;3.65;0;0;0;0;1;188.142857142857
121;Albert Heijn;PrivateLabel;121;50338;2.49;3.62;2.53;3.67;0;0;0;0;1;204.285714285714
122;Albert Heijn;PrivateLabel;122;45467;2.5;3.63;2.5;3.62;0;0;0;0;0;131
123;Albert Heijn;PrivateLabel;123;42831;2.51;3.66;2.5;3.63;0;0;0;0;1;137.142857142857
124;Albert Heijn;PrivateLabel;124;55000;2.43;3.61;2.52;3.65;100;0;0;0;0;168.571428571429
125;Albert Heijn;PrivateLabel;125;47490;2.48;3.6;2.49;3.62;0;0;0;0;0;188.142857142857
126;Albert Heijn;PrivateLabel;126;53297;2.48;3.59;2.51;3.63;0;0;0;0;1;201.428571428571
127;Albert Heijn;PrivateLabel;127;52930;2.49;3.59;2.47;3.58;0;0;0;0;0;219
128;Albert Heijn;PrivateLabel;128;45447;2.57;3.75;2.58;3.76;0;0;0;0;1;202.571428571429
129;Albert Heijn;PrivateLabel;129;59519;2.49;3.6;2.51;3.61;0;0;0;0;0;233.857142857143
130;Albert Heijn;PrivateLabel;130;71968;2.46;3.55;2.49;3.62;0;0;0;0;0;273.428571428571
131;Albert Heijn;PrivateLabel;131;50157;2.49;3.57;2.49;3.58;0;0;0;0;0;222.428571428571
132;Albert Heijn;PrivateLabel;132;47990;2.49;3.61;2.49;3.61;0;0;0;0;0;197
133;Albert Heijn;PrivateLabel;133;67561;2.12;3.03;2.48;3.58;0;29;0;0;0;217.571428571429
134;Albert Heijn;PrivateLabel;134;67312;2.49;3.61;2.53;3.69;0;0;0;0;0;315.428571428571
135;Albert Heijn;PrivateLabel;135;41738;2.48;3.63;2.51;3.66;0;0;0;0;0;233.714285714286
136;Albert Heijn;PrivateLabel;136;42521;2.48;3.62;2.55;3.72;0;0;0;0;0;239.285714285714
137;Albert Heijn;PrivateLabel;137;70707;2.06;2.92;2.5;3.63;99;0;33;0;0;206.142857142857
138;Albert Heijn;PrivateLabel;138;53445;2.45;3.54;2.45;3.54;0;0;0;0;0;233.428571428571
139;Albert Heijn;PrivateLabel;139;64610;2.45;3.53;2.49;3.6;0;0;0;0;0;281.142857142857
140;Albert Heijn;PrivateLabel;140;50026;2.47;3.55;2.47;3.57;0;0;0;0;0;190.285714285714
141;Albert Heijn;PrivateLabel;141;43149;2.49;3.61;2.47;3.57;0;0;0;0;0;195.571428571429
142;Albert Heijn;PrivateLabel;142;46358;2.45;3.53;2.44;3.51;0;0;0;0;0;192
143;Albert Heijn;PrivateLabel;143;46583;2.49;3.6;2.45;3.51;0;0;0;0;0;192.428571428571
144;Albert Heijn;PrivateLabel;144;44977;2.47;3.57;2.49;3.62;0;0;0;0;0;157.142857142857
145;Albert Heijn;PrivateLabel;145;47141;2.42;3.48;2.5;3.61;0;0;0;0;0;142.714285714286
146;Albert Heijn;PrivateLabel;146;45109;2.47;3.56;2.5;3.63;0;0;0;0;0;166.857142857143
147;Albert Heijn;PrivateLabel;147;40328;2.43;3.53;2.46;3.55;0;0;0;0;0;164.428571428571
148;Albert Heijn;PrivateLabel;148;45894;2.46;3.54;2.48;3.57;0;0;0;0;0;124.285714285714
149;Albert Heijn;PrivateLabel;149;56553;2.22;3.13;2.5;3.63;68;5;38;0;0;110.428571428571
150;Albert Heijn;PrivateLabel;150;44386;2.47;3.54;2.46;3.54;0;0;0;0;0;74.5714285714286
151;Albert Heijn;PrivateLabel;151;45543;2.46;3.52;2.49;3.6;0;0;0;0;0;78.7142857142857
152;Albert Heijn;PrivateLabel;152;41654;2.49;3.6;2.49;3.59;0;0;0;0;0;103.714285714286
153;Albert Heijn;PrivateLabel;153;43775;2.48;3.56;2.5;3.63;0;0;0;0;0;75.2857142857143
154;Albert Heijn;PrivateLabel;154;44940;2.47;3.55;2.54;3.6;0;0;0;0;0;79.7142857142857
155;Albert Heijn;PrivateLabel;155;44423;2.52;3.66;2.46;3.54;0;0;0;0;0;107.571428571429
156;Albert Heijn;PrivateLabel;156;36805;2.53;3.73;2.54;3.69;0;0;0;0;1;77.5714285714286
157;Albert Heijn;PrivateLabel;157;42457;2.49;3.62;2.49;3.64;0;0;0;0;1;67.5714285714286
158;Albert Heijn;PrivateLabel;158;44864;2.48;3.57;2.54;3.7;0;0;0;0;0;92.7142857142857
159;Albert Heijn;PrivateLabel;159;45932;2.48;3.57;2.54;3.66;0;0;0;0;0;105.571428571429
160;Albert Heijn;PrivateLabel;160;43426;2.48;3.59;2.51;3.65;0;0;0;0;0;52
161;Albert Heijn;PrivateLabel;161;44422;2.49;3.6;2.54;3.67;0;0;0;0;0;98.7142857142857
162;Albert Heijn;PrivateLabel;162;43829;2.49;3.6;2.5;3.63;0;0;0;0;0;93.5714285714286
163;Albert Heijn;PrivateLabel;163;51056;2.47;3.59;2.48;3.57;0;0;0;0;0;98.5714285714286
164;Albert Heijn;PrivateLabel;164;41268;2.45;3.55;2.46;3.55;0;0;0;0;0;108
165;Albert Heijn;PrivateLabel;165;48142;2.44;3.52;2.49;3.59;0;0;0;5.42857142857143;0;93.5714285714286
166;Albert Heijn;PrivateLabel;166;56147;2.37;3.44;2.47;3.58;98;0;0;66.4285714285714;0;88.8571428571429
167;Albert Heijn;PrivateLabel;167;76358;2.44;3.46;2.48;3.53;0;0;0;221.142857142857;0;111.428571428571
168;Albert Heijn;PrivateLabel;168;63408;2.45;3.47;2.47;3.54;0;0;0;623;0;113.428571428571
169;Albert Heijn;PrivateLabel;169;50453;2.46;3.52;2.49;3.55;0;0;0;1028.85714285714;0;117.142857142857
170;Albert Heijn;PrivateLabel;170;42849;2.51;3.63;2.48;3.55;0;0;0;990.714285714286;0;103.571428571429
171;Albert Heijn;PrivateLabel;171;52985;2.48;3.59;2.55;3.68;0;0;0;1086.28571428571;1;209.857142857143
172;Albert Heijn;PrivateLabel;172;48421;2.5;3.61;2.44;3.5;0;0;0;955.571428571429;1;166.285714285714
173;Albert Heijn;PrivateLabel;173;57100;2.48;3.57;2.48;3.58;0;0;0;565.714285714286;0;189
174;Albert Heijn;PrivateLabel;174;51053;2.47;3.57;2.53;3.66;0;0;0;359.571428571429;1;154.857142857143
175;Albert Heijn;PrivateLabel;175;48090;2.48;3.6;2.46;3.56;0;0;0;270.285714285714;1;188.571428571429
176;Albert Heijn;PrivateLabel;176;48620;2.46;3.56;2.52;3.66;0;0;0;176.571428571429;0;147.714285714286
177;Albert Heijn;PrivateLabel;177;53275;2.46;3.58;2.51;3.64;0;0;0;188.714285714286;1;219.142857142857
178;Albert Heijn;PrivateLabel;178;53293;2.47;3.61;2.52;3.69;0;0;0;137.857142857143;0;208.428571428571
179;Albert Heijn;PrivateLabel;179;50639;2.49;3.63;2.42;3.52;0;0;0;193.428571428571;1;207.142857142857
180;Albert Heijn;PrivateLabel;180;42878;2.52;3.71;2.52;3.69;0;0;0;159.571428571429;0;203.285714285714
181;Albert Heijn;PrivateLabel;181;49002;2.5;3.65;2.48;3.62;0;0;0;85.7142857142857;0;226
182;Albert Heijn;PrivateLabel;182;61747;2.47;3.61;2.5;3.65;0;0;0;75.8571428571429;0;267.571428571429
183;Albert Heijn;PrivateLabel;183;48240;2.47;3.59;2.49;3.63;0;0;0;58.7142857142857;0;202.571428571429
184;Albert Heijn;PrivateLabel;184;38373;2.5;3.67;2.51;3.7;0;2;0;72.2857142857143;0;188
185;Albert Heijn;PrivateLabel;185;39548;2.49;3.66;2.52;3.68;0;0;0;141.285714285714;0;215.428571428571
186;Albert Heijn;PrivateLabel;186;39880;2.48;3.63;2.49;3.6;0;3;0;197.142857142857;0;222
187;Albert Heijn;PrivateLabel;187;41261;2.46;3.64;2.51;3.67;0;0;0;394.285714285714;0;242
188;Albert Heijn;PrivateLabel;188;46102;2.48;3.72;2.49;3.66;0;0;0;606.571428571429;0;275.428571428571
189;Albert Heijn;PrivateLabel;189;56849;2.43;3.59;2.49;3.74;0;0;0;556.857142857143;0;315.571428571429
190;Albert Heijn;PrivateLabel;190;47890;2.43;3.6;2.48;3.68;0;0;0;512.714285714286;0;265.571428571429
191;Albert Heijn;PrivateLabel;191;45137;2.43;3.56;2.39;3.53;0;0;0;535.571428571429;0;201.714285714286
192;Albert Heijn;PrivateLabel;192;38836;2.5;3.67;2.48;3.65;0;3;0;832.142857142857;0;195.285714285714
193;Albert Heijn;PrivateLabel;193;38255;2.47;3.62;2.46;3.6;0;0;0;1233.14285714286;0;198.714285714286
194;Albert Heijn;PrivateLabel;194;40520;2.46;3.61;2.49;3.64;0;0;0;2039.57142857143;0;242.142857142857
195;Albert Heijn;PrivateLabel;195;50707;2.26;3.24;2.47;3.6;0;0;0;2892.57142857143;0;201
196;Albert Heijn;PrivateLabel;196;38845;2.46;3.59;2.43;3.55;0;0;0;4163.28571428571;0;162.857142857143
197;Albert Heijn;PrivateLabel;197;47341;2.26;3.23;2.46;3.57;0;0;0;6596.42857142857;0;147.285714285714
198;Albert Heijn;PrivateLabel;198;35325;2.47;3.62;2.46;3.59;0;0;0;8138.71428571429;0;127.857142857143
199;Albert Heijn;PrivateLabel;199;41199;2.31;3.34;2.44;3.59;0;0;0;9551;0;156.428571428571
200;Albert Heijn;PrivateLabel;200;37346;2.47;3.61;2.48;3.65;0;0;0;9076;0;140.714285714286
201;Albert Heijn;PrivateLabel;201;43753;2.36;3.41;2.4;3.49;0;0;0;5899.42857142857;0;143.428571428571
202;Albert Heijn;PrivateLabel;202;48500;2.33;3.36;2.44;3.55;0;0;0;5256.14285714286;0;143.285714285714
203;Albert Heijn;PrivateLabel;203;34821;2.42;3.57;2.45;3.59;0;0;0;5291.57142857143;0;123
204;Albert Heijn;PrivateLabel;204;43283;2.35;3.39;2.4;3.51;0;0;0;4827.28571428571;0;92.1428571428571
205;Albert Heijn;PrivateLabel;205;44743;2.33;3.34;2.36;3.4;0;0;0;6360.14285714286;0;68.7142857142857
206;Albert Heijn;PrivateLabel;206;43320;2.33;3.37;2.36;3.4;0;0;0;8968.71428571429;0;48.2857142857143
207;Albert Heijn;PrivateLabel;207;46276;2.37;3.45;2.36;3.43;0;0;0;11617.8571428571;0;103.428571428571
208;Albert Heijn;PrivateLabel;208;42473;2.37;3.48;2.37;3.43;0;0;0;9461.28571428571;1;100
209;Albert Heijn;EuroShopper;1;40270;1.21;1.39;1.22;1.41;0;0;0;0;1;42.1428571428571
210;Albert Heijn;EuroShopper;2;42511;1.24;1.44;1.24;1.44;0;0;0;0;0;66.8571428571429
211;Albert Heijn;EuroShopper;3;45215;1.24;1.44;1.24;1.44;0;0;0;0;0;26.5714285714286
212;Albert Heijn;EuroShopper;4;45931;1.25;1.46;1.25;1.46;0;0;0;0;0;33.2857142857143
213;Albert Heijn;EuroShopper;5;44032;1.23;1.42;1.25;1.46;0;0;0;0;0;81.4285714285714
214;Albert Heijn;EuroShopper;6;44584;1.22;1.42;1.24;1.44;0;0;0;0;0;25.4285714285714
215;Albert Heijn;EuroShopper;7;46952;1.22;1.42;1.23;1.42;0;0;0;0;0;87.5714285714286
216;Albert Heijn;EuroShopper;8;48173;1.23;1.43;1.24;1.45;0;0;0;0;0;100.142857142857
217;Albert Heijn;EuroShopper;9;43356;1.24;1.44;1.25;1.46;0;0;0;0;0;96.1428571428571
218;Albert Heijn;EuroShopper;10;45248;1.24;1.44;1.21;1.4;0;0;0;0;0;110.142857142857
219;Albert Heijn;EuroShopper;11;47588;1.23;1.42;1.24;1.44;0;0;0;0;0;138.714285714286
220;Albert Heijn;EuroShopper;12;48306;1.23;1.43;1.23;1.42;0;0;0;0;0;127
221;Albert Heijn;EuroShopper;13;49460;1.23;1.42;1.23;1.43;0;0;0;0;0;175
222;Albert Heijn;EuroShopper;14;50078;1.22;1.41;1.22;1.4;0;0;0;0;0;145.142857142857
223;Albert Heijn;EuroShopper;15;48859;1.23;1.42;1.21;1.38;0;0;0;0;1;143.714285714286
224;Albert Heijn;EuroShopper;16;41834;1.23;1.43;1.26;1.47;0;0;0;0;1;114.571428571429
225;Albert Heijn;EuroShopper;17;40551;1.23;1.43;1.24;1.45;0;0;0;0;1;116.142857142857
226;Albert Heijn;EuroShopper;18;39990;1.2;1.38;1.21;1.39;0;0;0;0;1;151
227;Albert Heijn;EuroShopper;19;45807;1.21;1.39;1.19;1.37;0;0;0;0;0;177.428571428571
228;Albert Heijn;EuroShopper;20;53666;1.21;1.38;1.23;1.43;0;0;0;0;0;215.428571428571
229;Albert Heijn;EuroShopper;21;57938;1.2;1.38;1.2;1.38;83;0;0;0;1;242.285714285714
230;Albert Heijn;EuroShopper;22;56422;1.21;1.4;1.21;1.38;0;0;0;0;0;246.142857142857
231;Albert Heijn;EuroShopper;23;49847;1.25;1.43;1.2;1.37;0;0;0;0;1;205.571428571429
232;Albert Heijn;EuroShopper;24;49349;1.24;1.41;1.2;1.37;0;0;0;0;0;225.285714285714
233;Albert Heijn;EuroShopper;25;57521;1.24;1.41;1.25;1.43;0;0;0;0;0;267.285714285714
234;Albert Heijn;EuroShopper;26;48371;1.25;1.44;1.24;1.41;0;0;0;0;0;209.714285714286
235;Albert Heijn;EuroShopper;27;52214;1.25;1.43;1.24;1.42;0;0;0;0;0;238
236;Albert Heijn;EuroShopper;28;47412;1.24;1.42;1.24;1.42;0;0;0;0;0;212.285714285714
237;Albert Heijn;EuroShopper;29;45520;1.22;1.38;1.25;1.44;0;0;0;0;0;244.142857142857
238;Albert Heijn;EuroShopper;30;38122;1.23;1.41;1.25;1.43;0;0;0;0;0;208.285714285714
239;Albert Heijn;EuroShopper;31;38156;1.23;1.41;1.24;1.42;0;0;0;0;0;221.571428571429
240;Albert Heijn;EuroShopper;32;38231;1.23;1.4;1.22;1.4;0;0;0;0;0;210.857142857143
241;Albert Heijn;EuroShopper;33;40659;1.23;1.4;1.22;1.39;0;0;0;0;0;214.714285714286
242;Albert Heijn;EuroShopper;34;45396;1.24;1.42;1.22;1.39;0;0;0;0;0;228.142857142857
243;Albert Heijn;EuroShopper;35;46700;1.25;1.44;1.23;1.41;0;0;0;0;0;230.571428571429
244;Albert Heijn;EuroShopper;36;42664;1.25;1.43;1.26;1.44;0;0;0;0;0;190.857142857143
245;Albert Heijn;EuroShopper;37;41524;1.25;1.44;1.25;1.43;81;0;0;0;0;163.857142857143
246;Albert Heijn;EuroShopper;38;42200;1.25;1.44;1.23;1.4;0;0;0;0;0;177.714285714286
247;Albert Heijn;EuroShopper;39;40995;1.26;1.45;1.26;1.45;0;0;0;0;0;192.714285714286
