Chain;Brand;Week;UnitSales;PricePU;PricePL;BasePricePU;BasePricePL;FeatOnly;DispOnly;FeatDisp
Albert Heijn;Teisseire;wk 26 19;127947;1.56;2.08;3;4.01;89;0;50
Albert Heijn;Teisseire;wk 27 19;12788;2.77;3.69;3.08;4.1;0;1;0
Albert Heijn;Teisseire;wk 28 19;10320;2.87;3.83;2.99;3.99;0;0;0
Albert Heijn;Teisseire;wk 29 19;10554;2.93;3.9;2.97;3.96;0;0;0
Albert Heijn;Teisseire;wk 30 19;40958;2.14;2.85;2.98;3.97;93;0;9
Albert Heijn;Teisseire;wk 31 19;11491;2.82;3.75;2.93;3.9;0;0;0
Albert Heijn;Teisseire;wk 32 19;10884;2.89;3.85;2.93;3.9;0;0;0
Albert Heijn;Teisseire;wk 33 19;9857;2.91;3.88;2.96;3.95;0;0;0
Albert Heijn;Teisseire;wk 34 19;12238;2.91;3.87;2.99;3.99;0;0;0
Albert Heijn;Teisseire;wk 35 19;14227;2.97;3.96;2.94;3.92;0;0;0
Albert Heijn;Teisseire;wk 36 19;148022;1.54;2.05;2.98;3.97;80;2;89
Albert Heijn;Teisseire;wk 37 19;8431;2.86;3.81;2.99;3.98;0;0;0
Albert Heijn;Teisseire;wk 38 19;28163;2.11;2.81;2.97;3.96;83;0;69
Albert Heijn;Teisseire;wk 39 19;9344;2.87;3.82;2.99;3.99;0;0;0
Albert Heijn;Teisseire;wk 40 19;41656;2;2.67;2.95;3.94;91;0;76
Albert Heijn;Teisseire;wk 41 19;11430;2.69;3.58;2.84;3.79;0;0;0
Albert Heijn;Teisseire;wk 42 19;10885;2.83;3.78;2.86;3.81;0;0;0
Albert Heijn;Teisseire;wk 43 19;10945;2.86;3.82;2.86;3.82;0;0;0
Albert Heijn;Teisseire;wk 44 19;11657;2.93;3.91;2.91;3.88;0;0;0
Albert Heijn;Teisseire;wk 45 19;38059;2.06;2.75;2.9;3.87;93;0;40
Albert Heijn;Teisseire;wk 46 19;12209;2.73;3.63;2.91;3.88;0;0;0
Albert Heijn;Teisseire;wk 47 19;11470;2.86;3.81;2.97;3.97;0;0;0
Albert Heijn;Teisseire;wk 48 19;11800;2.86;3.81;2.9;3.86;0;0;0
Albert Heijn;Teisseire;wk 49 19;11458;2.94;3.92;2.92;3.89;0;0;0
Albert Heijn;Teisseire;wk 50 19;21570;2.08;2.77;2.92;3.9;0;0;0
Albert Heijn;Teisseire;wk 51 19;13838;2.7;3.6;2.92;3.89;0;0;0
Albert Heijn;Teisseire;wk 52 19;10579;2.8;3.74;2.94;3.91;0;0;0
Albert Heijn;Teisseire;wk 01 20;12553;2.84;3.79;2.94;3.92;0;0;0
Albert Heijn;Teisseire;wk 02 20;13544;2.85;3.8;2.9;3.87;0;0;0
Albert Heijn;Teisseire;wk 03 20;13208;2.92;3.89;2.88;3.85;0;0;0
Albert Heijn;Teisseire;wk 04 20;13593;2.88;3.85;2.89;3.86;0;0;0
Albert Heijn;Teisseire;wk 05 20;12126;3.05;4.07;2.94;3.92;0;0;0
Albert Heijn;Teisseire;wk 06 20;52713;2.07;2.76;3;4;90;0;44
Albert Heijn;Teisseire;wk 07 20;12000;2.82;3.76;3;4;0;0;0
Albert Heijn;Teisseire;wk 08 20;11785;2.86;3.81;3.01;4.01;0;0;0
Albert Heijn;Teisseire;wk 09 20;14053;2.9;3.86;2.99;3.99;0;0;0
Albert Heijn;Teisseire;wk 10 20;14093;2.88;3.84;2.98;3.97;0;0;0
Albert Heijn;Teisseire;wk 11 20;21428;3;4.01;2.97;3.95;0;0;0
Albert Heijn;Teisseire;wk 12 20;135755;1.55;2.07;2.99;3.99;9;0;0
Albert Heijn;Teisseire;wk 13 20;12955;2.89;3.85;2.95;3.93;0;0;0
Albert Heijn;Teisseire;wk 14 20;11996;2.97;3.96;2.97;3.96;0;0;0
Albert Heijn;Teisseire;wk 15 20;15008;2.98;3.97;2.97;3.96;0;0;0
Albert Heijn;Teisseire;wk 16 20;14708;2.98;3.97;2.98;3.98;0;0;0
Albert Heijn;Teisseire;wk 17 20;17777;2.98;3.97;3;4;0;0;0
Albert Heijn;Teisseire;wk 18 20;15348;2.99;3.98;2.98;3.98;0;0;0
Albert Heijn;Teisseire;wk 19 20;15926;2.98;3.98;2.99;3.99;0;0;0
Albert Heijn;Teisseire;wk 20 20;15484;2.99;3.98;2.98;3.97;0;0;0
Albert Heijn;Teisseire;wk 21 20;102742;2.29;3.05;2.93;3.9;9;0;0
Albert Heijn;Teisseire;wk 22 20;18476;2.96;4.11;2.96;4.1;0;0;0
Albert Heijn;Teisseire;wk 23 20;18893;2.98;4.14;2.96;4.08;0;0;0
Albert Heijn;Teisseire;wk 24 20;18077;3;4.16;3.03;4.22;0;0;0
Albert Heijn;Teisseire;wk 25 20;21188;3.03;4.2;3;4.19;0;0;0
Albert Heijn;Teisseire;wk 26 20;28057;3.02;4.21;3;4.18;0;0;0
Albert Heijn;Teisseire;wk 27 20;180487;1.56;2.11;3.02;4.2;80;10;33
Albert Heijn;Teisseire;wk 28 20;16009;2.89;3.99;2.99;4.17;94;0;1
Albert Heijn;Teisseire;wk 29 20;16444;2.93;4.05;3.04;4.28;93;0;0
Albert Heijn;Teisseire;wk 30 20;47367;2.36;3.23;3.03;4.25;88;1;43
Albert Heijn;Teisseire;wk 31 20;17211;2.98;4.13;2.99;4.15;0;6;0
Albert Heijn;Teisseire;wk 32 20;22067;3;4.18;2.99;4.15;0;0;0
Albert Heijn;Teisseire;wk 33 20;29818;2.99;4.16;3.01;4.17;0;0;0
Albert Heijn;Teisseire;wk 34 20;72012;2.09;2.86;3.03;4.22;0;36;0
Albert Heijn;Teisseire;wk 35 20;18842;2.95;4.07;3;4.14;0;0;0
Albert Heijn;Teisseire;wk 36 20;16668;2.97;4.08;3.01;4.17;0;0;0
Albert Heijn;Teisseire;wk 37 20;16889;2.97;4.08;3.03;4.18;0;0;0
Albert Heijn;Teisseire;wk 38 20;196774;1.53;2.07;2.99;4.11;80;0;81
Albert Heijn;Teisseire;wk 39 20;15277;2.84;3.9;2.93;4.03;0;0;0
Albert Heijn;Teisseire;wk 40 20;18142;2.82;3.86;3;4.12;0;0;0
Albert Heijn;Teisseire;wk 41 20;14327;2.95;4.03;3;4.12;0;0;0
Albert Heijn;Teisseire;wk 42 20;15287;2.94;4.01;2.97;4.07;0;0;0
Albert Heijn;Teisseire;wk 43 20;15340;2.94;4.01;2.95;4.03;0;0;0
Albert Heijn;Teisseire;wk 44 20;16700;2.95;4.02;2.96;4.04;0;0;0
Albert Heijn;Teisseire;wk 45 20;86622;2;2.71;2.96;4.02;100;0;40
Albert Heijn;Teisseire;wk 46 20;17260;2.95;4.04;2.93;4.01;0;0;0
Albert Heijn;Teisseire;wk 47 20;15031;2.95;4.05;2.94;4.01;0;0;0
Albert Heijn;Teisseire;wk 48 20;17359;2.96;4.04;2.95;4.03;0;0;0
Albert Heijn;Teisseire;wk 49 20;17593;2.96;4.03;2.95;4.05;0;0;0
Albert Heijn;Teisseire;wk 50 20;50637;2;2.72;2.96;4.05;0;0;0
Albert Heijn;Teisseire;wk 51 20;18302;2.99;4.07;2.96;4.02;0;0;0
Albert Heijn;Teisseire;wk 52 20;17899;2.99;4.09;2.96;4.04;0;0;0
Jumbo;PrivateLabel;wk 01 17;70357;1.83;2.46;1.81;2.44;0;0;0
Jumbo;PrivateLabel;wk 02 17;72706;1.82;2.45;1.84;2.48;0;0;0
Jumbo;PrivateLabel;wk 03 17;74006;1.82;2.45;1.82;2.45;0;0;0
Jumbo;PrivateLabel;wk 04 17;78591;1.82;2.45;1.82;2.45;0;0;0
Jumbo;PrivateLabel;wk 05 17;76788;1.84;2.48;1.82;2.44;0;3;0
Jumbo;PrivateLabel;wk 06 17;74567;1.85;2.49;1.81;2.44;0;7;0
Jumbo;PrivateLabel;wk 07 17;76498;1.84;2.48;1.85;2.49;0;7;0
Jumbo;PrivateLabel;wk 08 17;77378;1.83;2.46;1.84;2.48;0;0;0
Jumbo;PrivateLabel;wk 09 17;75077;1.84;2.48;1.84;2.48;0;3;0
Jumbo;PrivateLabel;wk 10 17;75749;1.85;2.49;1.83;2.47;0;0;0
Jumbo;PrivateLabel;wk 11 17;79807;1.86;2.51;1.84;2.47;0;7;0
Jumbo;PrivateLabel;wk 12 17;72812;1.84;2.48;1.85;2.49;0;1;0
Jumbo;PrivateLabel;wk 13 17;77606;1.87;2.52;1.85;2.5;0;6;0
Jumbo;PrivateLabel;wk 14 17;78280;1.88;2.53;1.88;2.53;0;9;0
Jumbo;PrivateLabel;wk 15 17;77374;1.89;2.55;1.88;2.54;0;9;0
Jumbo;PrivateLabel;wk 16 17;73425;1.9;2.57;1.89;2.55;0;5;0
Jumbo;PrivateLabel;wk 17 17;68846;1.93;2.6;1.9;2.57;0;5;0
Jumbo;PrivateLabel;wk 18 17;71037;1.94;2.61;1.92;2.59;0;36;0
Jumbo;PrivateLabel;wk 19 17;74885;1.94;2.62;1.92;2.6;0;29;0
Jumbo;PrivateLabel;wk 20 17;83769;1.95;2.63;1.92;2.58;0;22;0
Jumbo;PrivateLabel;wk 21 17;97721;1.97;2.66;1.96;2.64;0;15;0
Jumbo;PrivateLabel;wk 22 17;86591;1.93;2.61;1.94;2.62;0;8;0
Jumbo;PrivateLabel;wk 23 17;71419;1.92;2.59;1.95;2.63;0;9;0
Jumbo;PrivateLabel;wk 24 17;72429;1.9;2.57;1.94;2.63;0;5;0
Jumbo;PrivateLabel;wk 25 17;86064;1.89;2.56;1.93;2.6;0;7;0
Jumbo;PrivateLabel;wk 26 17;67116;1.89;2.56;1.91;2.59;0;8;0
Jumbo;PrivateLabel;wk 27 17;70040;1.89;2.55;1.89;2.56;0;10;0
Jumbo;PrivateLabel;wk 28 17;63724;1.88;2.55;1.91;2.59;0;4;0
Jumbo;PrivateLabel;wk 29 17;65663;1.87;2.54;1.86;2.51;0;0;0
Jumbo;PrivateLabel;wk 30 17;53497;1.88;2.54;1.89;2.56;0;0;0
Jumbo;PrivateLabel;wk 31 17;51202;1.87;2.53;1.87;2.53;0;0;0
Jumbo;PrivateLabel;wk 32 17;54717;1.88;2.62;1.88;2.61;0;0;0
Jumbo;PrivateLabel;wk 33 17;58366;1.89;2.63;1.87;2.59;0;0;0
Jumbo;PrivateLabel;wk 34 17;71717;1.92;2.67;1.9;2.63;0;0;0
Jumbo;PrivateLabel;wk 35 17;77065;1.95;2.69;1.91;2.65;0;2;0
Jumbo;PrivateLabel;wk 36 17;71876;1.96;2.71;1.92;2.66;0;2;0
Jumbo;PrivateLabel;wk 37 17;67729;1.95;2.7;1.94;2.68;0;0;0
Jumbo;PrivateLabel;wk 38 17;64268;1.91;2.65;1.93;2.67;0;0;0
Jumbo;PrivateLabel;wk 39 17;66725;1.94;2.7;1.89;2.61;0;0;0
Jumbo;PrivateLabel;wk 40 17;65706;1.96;2.71;1.94;2.67;0;0;0
Jumbo;PrivateLabel;wk 41 17;61858;1.96;2.71;1.94;2.67;0;0;0
Jumbo;PrivateLabel;wk 42 17;62281;1.96;2.71;1.95;2.69;0;0;0
Jumbo;PrivateLabel;wk 43 17;62760;1.97;2.73;1.95;2.7;0;3;0
Jumbo;PrivateLabel;wk 44 17;68151;2;2.76;1.95;2.7;0;0;0
Jumbo;PrivateLabel;wk 45 17;62587;1.98;2.74;1.95;2.68;0;0;0
Jumbo;PrivateLabel;wk 46 17;57799;1.93;2.68;1.95;2.71;0;0;0
Jumbo;PrivateLabel;wk 47 17;62398;1.94;2.69;1.93;2.67;0;0;0
Jumbo;PrivateLabel;wk 48 17;60373;1.97;2.72;1.86;2.56;0;0;0
Jumbo;PrivateLabel;wk 49 17;59699;1.97;2.72;1.96;2.71;0;0;0
Jumbo;PrivateLabel;wk 50 17;62948;1.96;2.71;1.94;2.68;0;0;0
Jumbo;PrivateLabel;wk 51 17;70729;1.94;2.7;1.95;2.69;0;0;0
Jumbo;PrivateLabel;wk 52 17;47815;1.99;2.76;1.95;2.7;0;0;0
Jumbo;PrivateLabel;wk 01 18;53720;1.98;2.75;1.97;2.73;0;0;0
Jumbo;PrivateLabel;wk 02 18;59724;1.98;2.75;1.99;2.76;0;0;0
Jumbo;PrivateLabel;wk 03 18;61404;1.98;2.74;1.98;2.74;0;0;0
Jumbo;PrivateLabel;wk 04 18;62506;1.94;2.7;1.94;2.69;0;0;0
Jumbo;PrivateLabel;wk 05 18;61960;1.96;2.72;1.96;2.73;0;0;0
Jumbo;PrivateLabel;wk 06 18;61118;1.94;2.69;1.96;2.72;0;0;0
Jumbo;PrivateLabel;wk 07 18;62173;1.95;2.7;1.97;2.72;0;0;0
Jumbo;PrivateLabel;wk 08 18;65076;1.95;2.71;1.96;2.72;0;0;0
Jumbo;PrivateLabel;wk 09 18;61498;1.95;2.71;1.95;2.69;0;0;0
Jumbo;PrivateLabel;wk 10 18;64871;1.95;2.7;1.95;2.71;0;5;0
Jumbo;PrivateLabel;wk 11 18;65562;1.94;2.69;1.97;2.72;0;2;0
Jumbo;PrivateLabel;wk 12 18;62948;1.94;2.69;1.97;2.72;0;0;0
Jumbo;PrivateLabel;wk 13 18;60291;1.94;2.7;1.96;2.72;0;0;0
Jumbo;PrivateLabel;wk 14 18;57151;1.95;2.71;1.95;2.71;0;0;0
Jumbo;PrivateLabel;wk 15 18;60184;1.95;2.71;1.95;2.71;0;0;0
Jumbo;PrivateLabel;wk 16 18;70338;1.93;2.68;1.92;2.66;0;0;0
Jumbo;PrivateLabel;wk 17 18;61188;1.93;2.69;1.94;2.69;0;0;0
Jumbo;PrivateLabel;wk 18 18;56625;1.94;2.7;1.94;2.7;0;0;0
Jumbo;PrivateLabel;wk 19 18;66964;1.92;2.68;1.93;2.68;0;0;0
Jumbo;PrivateLabel;wk 20 18;65147;1.92;2.66;1.93;2.67;0;3;0
Jumbo;PrivateLabel;wk 21 18;76922;1.92;2.67;1.92;2.66;0;2;0
Jumbo;PrivateLabel;wk 22 18;81308;1.94;2.69;1.93;2.68;0;9;0
Jumbo;PrivateLabel;wk 23 18;75907;1.95;2.7;1.92;2.67;0;7;0
Jumbo;PrivateLabel;wk 24 18;67126;1.96;2.71;1.94;2.69;0;2;0
Jumbo;PrivateLabel;wk 25 18;66025;1.96;2.72;1.93;2.68;0;3;0
Jumbo;PrivateLabel;wk 26 18;75580;1.98;2.74;1.97;2.73;0;0;0
Jumbo;PrivateLabel;wk 27 18;75477;1.95;2.71;1.94;2.69;0;2;0
Jumbo;PrivateLabel;wk 28 18;63825;1.94;2.7;1.94;2.69;0;2;0
Jumbo;PrivateLabel;wk 29 18;72154;1.93;2.68;1.92;2.67;0;2;0
Jumbo;PrivateLabel;wk 30 18;90078;1.94;2.69;1.95;2.69;0;2;0
Jumbo;PrivateLabel;wk 31 18;80047;1.94;2.68;1.94;2.69;0;2;0
Jumbo;PrivateLabel;wk 32 18;71180;1.93;2.67;1.94;2.69;0;0;0
Jumbo;PrivateLabel;wk 33 18;59970;2;2.78;1.98;2.75;0;2;0
Jumbo;PrivateLabel;wk 34 18;56599;2.03;2.83;2.04;2.84;0;0;0
Jumbo;PrivateLabel;wk 35 18;53927;2.06;2.88;2.04;2.85;0;2;0
Jumbo;PrivateLabel;wk 36 18;55192;2.11;2.94;2.07;2.89;0;2;0
Jumbo;PrivateLabel;wk 37 18;55708;2.07;2.88;2.07;2.88;0;2;0
Jumbo;PrivateLabel;wk 38 18;67645;1.96;2.71;2.01;2.79;0;2;0
Jumbo;PrivateLabel;wk 39 18;62959;1.98;2.75;2.01;2.78;0;0;0
Jumbo;PrivateLabel;wk 40 18;57905;1.96;2.72;1.99;2.75;0;0;0
Jumbo;PrivateLabel;wk 41 18;57240;1.95;2.7;1.98;2.75;0;0;0
Jumbo;PrivateLabel;wk 42 18;55723;1.94;2.69;1.97;2.73;0;0;0
Jumbo;PrivateLabel;wk 43 18;55001;1.94;2.69;1.97;2.73;0;0;0
Jumbo;PrivateLabel;wk 44 18;52997;1.93;2.69;1.95;2.71;0;4;0
Jumbo;PrivateLabel;wk 45 18;58046;1.96;2.72;1.97;2.73;0;4;0
Jumbo;PrivateLabel;wk 46 18;52227;1.93;2.68;1.92;2.66;0;4;0
Jumbo;PrivateLabel;wk 47 18;54121;1.95;2.71;1.94;2.69;0;4;0
Jumbo;PrivateLabel;wk 48 18;54544;1.97;2.74;1.91;2.64;0;4;0
Jumbo;PrivateLabel;wk 49 18;55215;1.99;2.76;1.94;2.69;0;6;0
Jumbo;PrivateLabel;wk 50 18;55995;2.01;2.78;1.96;2.72;0;2;0
Jumbo;PrivateLabel;wk 51 18;65407;2;2.79;1.98;2.74;0;0;0
Jumbo;PrivateLabel;wk 52 18;43980;2;2.8;2.01;2.78;0;0;0
Jumbo;PrivateLabel;wk 01 19;50548;2.01;2.81;2.01;2.79;0;0;0
Jumbo;PrivateLabel;wk 02 19;54022;2.01;2.79;2.01;2.79;0;0;0
Jumbo;PrivateLabel;wk 03 19;55475;2;2.78;2.01;2.8;0;2;0
Jumbo;PrivateLabel;wk 04 19;55704;1.97;2.74;2.01;2.8;0;2;0
Jumbo;PrivateLabel;wk 05 19;55528;2;2.78;1.99;2.77;0;2;0
Jumbo;PrivateLabel;wk 06 19;58914;1.91;2.64;2;2.77;0;0;0
Jumbo;PrivateLabel;wk 07 19;60048;1.88;2.6;1.99;2.76;0;0;0
Jumbo;PrivateLabel;wk 08 19;61812;1.88;2.61;2;2.79;0;0;0
Jumbo;PrivateLabel;wk 09 19;60057;1.85;2.57;1.99;2.78;0;3;0
Jumbo;PrivateLabel;wk 10 19;54875;1.86;2.58;1.92;2.67;0;3;0
Jumbo;PrivateLabel;wk 11 19;55403;1.85;2.57;1.87;2.59;0;3;0
Jumbo;PrivateLabel;wk 12 19;57184;1.83;2.55;1.84;2.55;0;3;0
Jumbo;PrivateLabel;wk 13 19;60477;1.85;2.57;1.84;2.56;0;5;0
Jumbo;PrivateLabel;wk 14 19;62233;1.87;2.6;1.85;2.57;0;5;0
Jumbo;PrivateLabel;wk 15 19;66239;1.86;2.58;1.85;2.58;0;12;0
Jumbo;PrivateLabel;wk 16 19;70837;1.86;2.57;1.86;2.58;0;3;0
Jumbo;PrivateLabel;wk 17 19;65882;1.84;2.56;1.86;2.58;0;2;0
Jumbo;PrivateLabel;wk 18 19;58249;1.83;2.55;1.85;2.57;0;0;0
Jumbo;PrivateLabel;wk 19 19;57139;1.82;2.53;1.83;2.55;0;2;0
Jumbo;PrivateLabel;wk 20 19;62123;1.83;2.54;1.86;2.58;0;2;0
Jumbo;PrivateLabel;wk 21 19;67269;1.85;2.57;1.84;2.54;0;0;0
Jumbo;PrivateLabel;wk 22 19;70562;1.87;2.59;1.84;2.55;0;0;0
Jumbo;PrivateLabel;wk 23 19;73372;1.87;2.59;1.85;2.56;0;0;0
Jumbo;PrivateLabel;wk 24 19;70163;1.87;2.58;1.87;2.58;0;0;0
Jumbo;PrivateLabel;wk 25 19;83340;1.85;2.55;1.83;2.53;0;2;0
Jumbo;PrivateLabel;wk 26 19;91039;1.84;2.54;1.85;2.55;0;2;0
Jumbo;PrivateLabel;wk 27 19;73985;1.83;2.54;1.83;2.54;0;3;0
Jumbo;PrivateLabel;wk 28 19;63060;1.84;2.56;1.84;2.54;0;3;0
Jumbo;PrivateLabel;wk 29 19;64312;1.86;2.58;1.82;2.52;0;3;0
Jumbo;PrivateLabel;wk 30 19;93821;1.86;2.57;1.85;2.55;0;0;0
Jumbo;PrivateLabel;wk 31 19;67832;1.83;2.54;1.85;2.56;0;0;0
Jumbo;PrivateLabel;wk 32 19;66721;1.81;2.5;1.83;2.52;0;0;0
Jumbo;PrivateLabel;wk 33 19;64803;1.8;2.49;1.82;2.51;0;0;0
Jumbo;PrivateLabel;wk 34 19;72461;1.8;2.48;1.82;2.51;0;0;0
Jumbo;PrivateLabel;wk 35 19;83225;1.8;2.48;1.8;2.49;0;2;0
Jumbo;PrivateLabel;wk 36 19;65913;1.79;2.48;1.8;2.48;0;0;0
Jumbo;PrivateLabel;wk 37 19;64198;1.8;2.48;1.78;2.46;0;0;0
Jumbo;PrivateLabel;wk 38 19;66911;1.79;2.47;1.78;2.46;0;0;0
Jumbo;PrivateLabel;wk 39 19;67170;1.8;2.48;1.78;2.45;0;0;0
Jumbo;PrivateLabel;wk 40 19;61307;1.81;2.5;1.79;2.48;0;0;0
Jumbo;PrivateLabel;wk 41 19;57748;1.8;2.49;1.79;2.47;0;0;0
Jumbo;PrivateLabel;wk 42 19;57963;1.8;2.49;1.8;2.48;0;0;0
Jumbo;PrivateLabel;wk 43 19;61263;1.8;2.48;1.81;2.5;0;0;0
Jumbo;PrivateLabel;wk 44 19;62120;1.8;2.49;1.79;2.47;0;0;0
Jumbo;PrivateLabel;wk 45 19;66391;1.83;2.52;1.81;2.5;0;0;0
Jumbo;PrivateLabel;wk 46 19;58992;1.8;2.49;1.79;2.47;0;0;0
Jumbo;PrivateLabel;wk 47 19;59685;1.8;2.49;1.77;2.45;0;0;0
Jumbo;PrivateLabel;wk 48 19;59010;1.83;2.53;1.8;2.5;0;0;0
Jumbo;PrivateLabel;wk 49 19;59357;1.83;2.53;1.8;2.48;0;0;0
Jumbo;PrivateLabel;wk 50 19;60462;1.82;2.52;1.82;2.51;0;0;0
Jumbo;PrivateLabel;wk 51 19;61147;1.82;2.52;1.81;2.5;0;0;0
Jumbo;PrivateLabel;wk 52 19;47191;1.84;2.57;1.82;2.53;0;0;0
Jumbo;PrivateLabel;wk 01 20;55406;1.85;2.57;1.83;2.53;0;0;0
Jumbo;PrivateLabel;wk 02 20;57039;1.84;2.55;1.82;2.52;0;0;0
Jumbo;PrivateLabel;wk 03 20;57836;1.84;2.55;1.82;2.52;0;0;0
Jumbo;PrivateLabel;wk 04 20;57385;1.82;2.53;1.82;2.51;0;0;0
Jumbo;PrivateLabel;wk 05 20;57354;1.83;2.55;1.83;2.54;0;0;0
Jumbo;PrivateLabel;wk 06 20;58847;1.82;2.52;1.82;2.52;0;0;0
Jumbo;PrivateLabel;wk 07 20;60371;1.81;2.5;1.85;2.55;0;0;0
Jumbo;PrivateLabel;wk 08 20;60485;1.8;2.49;1.83;2.52;0;0;0
Jumbo;PrivateLabel;wk 09 20;65372;1.81;2.51;1.83;2.53;0;0;0
Jumbo;PrivateLabel;wk 10 20;61775;1.81;2.51;1.83;2.53;0;0;0
Jumbo;PrivateLabel;wk 11 20;101118;1.82;2.51;1.8;2.48;0;5;0
Jumbo;PrivateLabel;wk 12 20;90078;1.86;2.56;1.84;2.53;0;0;0
Jumbo;PrivateLabel;wk 13 20;70337;1.82;2.51;1.82;2.51;0;0;0
Jumbo;PrivateLabel;wk 14 20;62932;1.82;2.52;1.83;2.53;0;0;0
Jumbo;PrivateLabel;wk 15 20;68993;1.82;2.52;1.83;2.53;0;0;0
Jumbo;PrivateLabel;wk 16 20;64074;1.82;2.52;1.81;2.5;0;0;0
Jumbo;PrivateLabel;wk 17 20;74523;1.82;2.53;1.81;2.51;0;0;0
Jumbo;PrivateLabel;wk 18 20;66814;1.84;2.55;1.83;2.54;0;0;0
Jumbo;PrivateLabel;wk 19 20;69144;1.84;2.55;1.82;2.52;0;0;0
Jumbo;PrivateLabel;wk 20 20;68033;1.84;2.55;1.82;2.52;0;0;0
Jumbo;PrivateLabel;wk 21 20;71525;1.83;2.52;1.81;2.5;0;0;0
Jumbo;PrivateLabel;wk 22 20;69813;1.82;2.51;1.82;2.5;0;2;0
Jumbo;PrivateLabel;wk 23 20;67161;1.82;2.5;1.84;2.53;0;2;0
Jumbo;PrivateLabel;wk 24 20;59421;1.83;2.52;1.82;2.51;0;7;0
Jumbo;PrivateLabel;wk 25 20;68131;1.84;2.52;1.84;2.53;0;5;0
Jumbo;PrivateLabel;wk 26 20;86311;1.83;2.5;1.83;2.51;0;5;0
Jumbo;PrivateLabel;wk 27 20;69623;1.81;2.48;1.81;2.48;0;7;0
Jumbo;PrivateLabel;wk 28 20;62174;1.8;2.46;1.8;2.45;0;2;0
Jumbo;PrivateLabel;wk 29 20;58188;1.78;2.43;1.78;2.43;0;4;0
Jumbo;PrivateLabel;wk 30 20;56137;1.77;2.42;1.77;2.42;0;4;0
Jumbo;PrivateLabel;wk 31 20;56036;1.76;2.41;1.76;2.41;0;2;0
Jumbo;PrivateLabel;wk 32 20;68795;1.75;2.39;1.77;2.41;0;2;0
Jumbo;PrivateLabel;wk 33 20;80573;1.75;2.37;1.76;2.4;0;2;0
Jumbo;PrivateLabel;wk 34 20;70300;1.75;2.39;1.75;2.38;0;3;0
Jumbo;PrivateLabel;wk 35 20;61081;1.77;2.43;1.77;2.41;0;0;0
Jumbo;PrivateLabel;wk 36 20;57786;1.81;2.47;1.76;2.41;0;0;0
Jumbo;PrivateLabel;wk 37 20;55348;1.8;2.46;1.76;2.4;0;2;0
Jumbo;PrivateLabel;wk 38 20;57964;1.79;2.45;1.81;2.47;0;3;0
Jumbo;PrivateLabel;wk 39 20;59546;1.81;2.47;1.79;2.43;0;3;0
Jumbo;PrivateLabel;wk 40 20;53679;1.8;2.46;1.8;2.45;0;2;0
Jumbo;PrivateLabel;wk 41 20;52199;1.82;2.49;1.8;2.46;0;3;0
Jumbo;PrivateLabel;wk 42 20;52396;1.83;2.5;1.81;2.47;0;0;0
Jumbo;PrivateLabel;wk 43 20;54631;1.83;2.5;1.83;2.5;0;0;0
Jumbo;PrivateLabel;wk 44 20;55012;1.83;2.51;1.82;2.48;0;0;0
Jumbo;PrivateLabel;wk 45 20;53987;1.8;2.47;1.82;2.49;0;0;0
Jumbo;PrivateLabel;wk 46 20;53725;1.81;2.47;1.84;2.51;0;0;0
Jumbo;PrivateLabel;wk 47 20;55009;1.8;2.46;1.82;2.49;0;5;0
Jumbo;PrivateLabel;wk 48 20;56039;1.81;2.47;1.81;2.46;0;4;0
Jumbo;PrivateLabel;wk 49 20;53958;1.81;2.47;1.81;2.48;0;0;0
Jumbo;PrivateLabel;wk 50 20;54862;1.81;2.48;1.79;2.44;0;0;0
Jumbo;PrivateLabel;wk 51 20;60350;1.82;2.48;1.8;2.46;0;0;0
Jumbo;PrivateLabel;wk 52 20;45877;1.82;2.5;1.81;2.47;0;0;0
Jumbo;EuroShopper;wk 01 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 02 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 03 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 04 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 05 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 06 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 07 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 08 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 09 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 10 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 11 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 12 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 13 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 14 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 15 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 16 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 17 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 18 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 19 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 20 17;0;0;0;0;0;0;0;0
Jumbo;EuroShopper;wk 21 17;0;0;0;0;0;0;0;0
