Chain;Brand;Week;UnitSales;PricePU;PricePL;BasePricePU;BasePricePL;FeatOnly;DispOnly;FeatDisp
Albert Heijn;PrivateLabel;wk 01 17;266583;1.34;1.81;2.49;3.63;100;0;97
Albert Heijn;PrivateLabel;wk 02 17;46122;2.35;3.51;2.49;3.61;0;31;0
Albert Heijn;PrivateLabel;wk 03 17;46691;2.48;3.61;2.49;3.61;0;0;0
Albert Heijn;PrivateLabel;wk 04 17;51753;2.49;3.6;2.51;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 05 17;36881;2.47;3.69;2.49;3.62;0;0;0
Albert Heijn;PrivateLabel;wk 06 17;45623;2.49;3.6;2.48;3.65;0;0;0
Albert Heijn;PrivateLabel;wk 07 17;50369;2.49;3.62;2.5;3.6;0;0;0
Albert Heijn;PrivateLabel;wk 08 17;52684;2.46;3.59;2.5;3.61;0;0;0
Albert Heijn;PrivateLabel;wk 09 17;50113;2.46;3.57;2.5;3.61;0;0;0
Albert Heijn;PrivateLabel;wk 10 17;62011;2.2;3.73;2.49;3.65;0;0;0
Albert Heijn;PrivateLabel;wk 11 17;57081;2.42;3.53;2.48;3.62;0;0;0
Albert Heijn;PrivateLabel;wk 12 17;54857;2.43;3.52;2.46;3.58;0;0;0
Albert Heijn;PrivateLabel;wk 13 17;60509;2.41;3.5;2.47;3.56;0;0;0
Albert Heijn;PrivateLabel;wk 14 17;60103;2.42;3.52;2.46;3.56;0;0;0
Albert Heijn;PrivateLabel;wk 15 17;59660;2.42;3.52;2.45;3.54;0;0;0
Albert Heijn;PrivateLabel;wk 16 17;51722;2.42;3.59;2.44;3.51;0;0;0
Albert Heijn;PrivateLabel;wk 17 17;52480;2.41;3.56;2.44;3.55;0;0;0
Albert Heijn;PrivateLabel;wk 18 17;36126;2.41;3.69;2.43;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 19 17;50701;2.45;3.61;2.44;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 20 17;60824;2.42;3.58;2.45;3.58;0;0;0
Albert Heijn;PrivateLabel;wk 21 17;67125;2.45;3.7;2.45;3.64;0;0;0
Albert Heijn;PrivateLabel;wk 22 17;70980;2.44;3.67;2.45;3.64;0;0;0
Albert Heijn;PrivateLabel;wk 23 17;63536;2.45;3.65;2.46;3.7;0;0;0
Albert Heijn;PrivateLabel;wk 24 17;47231;2.43;3.75;2.47;3.71;0;0;0
Albert Heijn;PrivateLabel;wk 25 17;72440;2.36;3.53;2.47;3.66;0;5;0
Albert Heijn;PrivateLabel;wk 26 17;55291;2.45;3.67;2.46;3.69;0;0;0
Albert Heijn;PrivateLabel;wk 27 17;63782;2.44;3.72;2.46;3.71;0;0;0
Albert Heijn;PrivateLabel;wk 28 17;57123;2.42;3.83;2.45;3.78;0;1;0
Albert Heijn;PrivateLabel;wk 29 17;46859;2.39;4.02;2.45;3.8;0;2;0
Albert Heijn;PrivateLabel;wk 30 17;45661;2.41;3.91;2.44;3.85;0;0;0
Albert Heijn;PrivateLabel;wk 31 17;45116;2.41;3.88;2.42;3.85;0;0;0
Albert Heijn;PrivateLabel;wk 32 17;72277;2.35;3.99;2.51;4.27;98;0;9
Albert Heijn;PrivateLabel;wk 33 17;60204;2.53;4.12;2.53;4.12;0;0;0
Albert Heijn;PrivateLabel;wk 34 17;75159;2.5;4.12;2.52;4.09;0;1;0
Albert Heijn;PrivateLabel;wk 35 17;93971;2.29;3.98;2.52;4.06;0;3;0
Albert Heijn;PrivateLabel;wk 36 17;59243;2.55;4.09;2.53;4.03;0;0;0
Albert Heijn;PrivateLabel;wk 37 17;71467;2.44;3.97;2.55;4.11;98;0;0
Albert Heijn;PrivateLabel;wk 38 17;65462;2.5;4.05;2.53;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 39 17;63348;2.53;4.01;2.56;4.03;0;0;0
Albert Heijn;PrivateLabel;wk 40 17;62739;2.53;3.97;2.55;4.06;0;0;0
Albert Heijn;PrivateLabel;wk 41 17;55841;2.49;4.29;2.54;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 42 17;58632;2.56;4.05;2.55;4.03;0;0;0
Albert Heijn;PrivateLabel;wk 43 17;60625;2.55;4.01;2.58;4.08;0;0;0
Albert Heijn;PrivateLabel;wk 44 17;64707;2.57;4.01;2.59;4.06;0;0;0
Albert Heijn;PrivateLabel;wk 45 17;68972;2.52;4.05;2.57;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 46 17;65153;2.56;4.03;2.57;4.01;0;0;0
Albert Heijn;PrivateLabel;wk 47 17;62655;2.57;3.98;2.58;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 48 17;54859;2.55;4.24;2.58;4.09;0;0;0
Albert Heijn;PrivateLabel;wk 49 17;55135;2.58;4.05;2.59;4.1;0;0;0
Albert Heijn;PrivateLabel;wk 50 17;58763;2.56;3.99;2.59;4.01;0;0;0
Albert Heijn;PrivateLabel;wk 51 17;81701;2.54;4.16;2.6;4.11;0;0;0
Albert Heijn;PrivateLabel;wk 52 17;57747;2.45;3.97;2.57;4.06;0;2;0
Albert Heijn;PrivateLabel;wk 01 18;52727;2.55;4.01;2.57;4.03;0;0;0
Albert Heijn;PrivateLabel;wk 02 18;60562;2.54;3.98;2.56;3.99;0;0;0
Albert Heijn;PrivateLabel;wk 03 18;62207;2.56;4.01;2.57;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 04 18;65973;2.57;4.03;2.57;4.01;0;0;0
Albert Heijn;PrivateLabel;wk 05 18;63233;2.6;4.05;2.58;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 06 18;56638;2.56;4.24;2.56;4.08;0;0;0
Albert Heijn;PrivateLabel;wk 07 18;66493;2.54;4.16;2.61;4.11;0;0;0
Albert Heijn;PrivateLabel;wk 08 18;60938;2.56;4.12;2.57;4.01;0;0;0
Albert Heijn;PrivateLabel;wk 09 18;67556;2.44;3.93;2.57;4.06;0;2;0
Albert Heijn;PrivateLabel;wk 10 18;64724;2.55;3.98;2.59;4.1;0;0;0
Albert Heijn;PrivateLabel;wk 11 18;74532;2.43;3.89;2.6;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 12 18;64311;2.53;3.94;2.57;4.04;0;0;0
Albert Heijn;PrivateLabel;wk 13 18;64096;2.39;3.91;2.55;4.05;0;0;0
Albert Heijn;PrivateLabel;wk 14 18;60805;2.5;3.99;2.56;4.06;0;0;0
Albert Heijn;PrivateLabel;wk 15 18;64288;2.54;4.05;2.57;4.11;0;0;0
Albert Heijn;PrivateLabel;wk 16 18;74309;2.55;4.09;2.55;4.06;0;0;0
Albert Heijn;PrivateLabel;wk 17 18;60398;2.57;4.27;2.59;4.21;0;0;0
Albert Heijn;PrivateLabel;wk 18 18;58393;2.52;4.16;2.55;4.14;0;0;0
Albert Heijn;PrivateLabel;wk 19 18;74493;2.35;4;2.59;4.25;98;0;2
Albert Heijn;PrivateLabel;wk 20 18;56633;2.46;4.02;2.59;4.3;0;0;0
Albert Heijn;PrivateLabel;wk 21 18;62932;2.46;3.96;2.59;4.32;0;0;0
Albert Heijn;PrivateLabel;wk 22 18;77213;2.53;3.79;2.6;4.17;0;0;0
Albert Heijn;PrivateLabel;wk 23 18;70281;2.57;3.84;2.53;3.96;0;0;0
Albert Heijn;PrivateLabel;wk 24 18;60141;2.56;4.04;2.51;4.57;99;0;0
Albert Heijn;PrivateLabel;wk 25 18;52934;2.59;3.92;2.63;4.01;0;0;0
Albert Heijn;PrivateLabel;wk 26 18;54286;2.6;3.97;2.62;4.06;0;1;0
Albert Heijn;PrivateLabel;wk 27 18;65573;2.61;3.92;2.56;3.87;0;0;0
Albert Heijn;PrivateLabel;wk 28 18;162324;1.9;2.69;2.63;3.94;98;0;72
Albert Heijn;PrivateLabel;wk 29 18;52919;2.59;3.95;2.58;3.92;0;0;0
Albert Heijn;PrivateLabel;wk 30 18;71448;2.36;3.52;2.61;3.95;0;0;0
Albert Heijn;PrivateLabel;wk 31 18;66273;2.51;3.74;2.6;3.91;0;0;0
Albert Heijn;PrivateLabel;wk 32 18;56462;2.59;3.9;2.6;3.94;0;0;0
Albert Heijn;PrivateLabel;wk 33 18;58827;2.49;3.85;2.62;3.95;97;0;0
Albert Heijn;PrivateLabel;wk 34 18;49558;2.6;3.95;2.63;3.98;0;0;0
Albert Heijn;PrivateLabel;wk 35 18;49838;2.58;3.88;2.6;3.93;0;0;0
Albert Heijn;PrivateLabel;wk 36 18;49820;2.62;3.95;2.6;3.92;0;0;0
Albert Heijn;PrivateLabel;wk 37 18;49138;2.46;3.86;2.65;4.07;99;0;0
Albert Heijn;PrivateLabel;wk 38 18;48461;2.6;3.93;2.63;3.98;0;0;0
Albert Heijn;PrivateLabel;wk 39 18;48471;2.61;3.94;2.62;3.98;0;0;0
Albert Heijn;PrivateLabel;wk 40 18;48579;2.61;3.93;2.65;4.02;0;0;0
Albert Heijn;PrivateLabel;wk 41 18;42565;2.71;4.09;2.72;4.06;0;0;0
Albert Heijn;PrivateLabel;wk 42 18;43631;2.75;4.09;2.69;4.03;0;0;0
Albert Heijn;PrivateLabel;wk 43 18;40829;2.78;4.13;2.73;4.1;0;0;0
Albert Heijn;PrivateLabel;wk 44 18;43030;2.59;4.01;2.74;4.15;100;0;0
Albert Heijn;PrivateLabel;wk 45 18;45349;2.59;3.78;2.6;3.82;0;0;0
Albert Heijn;PrivateLabel;wk 46 18;50138;2.45;3.55;2.61;3.85;0;0;0
Albert Heijn;PrivateLabel;wk 47 18;50356;2.41;3.72;2.57;3.81;98;0;0
Albert Heijn;PrivateLabel;wk 48 18;41569;2.59;3.8;2.56;3.77;0;0;0
Albert Heijn;PrivateLabel;wk 49 18;41667;2.6;3.8;2.6;3.82;0;0;0
Albert Heijn;PrivateLabel;wk 50 18;42674;2.61;3.82;2.6;3.83;0;0;0
Albert Heijn;PrivateLabel;wk 51 18;45820;2.65;3.96;2.59;3.83;0;0;0
Albert Heijn;PrivateLabel;wk 52 18;36140;2.63;3.91;2.61;3.88;0;0;0
Albert Heijn;PrivateLabel;wk 01 19;43162;2.66;3.91;2.6;3.83;0;0;0
Albert Heijn;PrivateLabel;wk 02 19;46576;2.69;3.93;2.59;3.79;0;0;0
Albert Heijn;PrivateLabel;wk 03 19;46007;2.69;3.93;2.69;3.96;0;0;0
Albert Heijn;PrivateLabel;wk 04 19;61128;2.57;3.89;2.66;3.91;0;0;0
Albert Heijn;PrivateLabel;wk 05 19;40833;2.68;3.93;2.66;3.88;0;0;0
Albert Heijn;PrivateLabel;wk 06 19;46184;2.48;3.6;2.73;4;0;0;0
Albert Heijn;PrivateLabel;wk 07 19;44100;2.48;3.62;2.7;3.99;0;0;0
Albert Heijn;PrivateLabel;wk 08 19;55627;2.41;3.63;2.66;3.92;0;4;0
Albert Heijn;PrivateLabel;wk 09 19;43036;2.47;3.64;2.62;3.85;0;0;0
Albert Heijn;PrivateLabel;wk 10 19;43261;2.47;3.62;2.55;3.73;0;0;0
Albert Heijn;PrivateLabel;wk 11 19;41759;2.48;3.65;2.53;3.75;0;0;0
Albert Heijn;PrivateLabel;wk 12 19;46821;2.47;3.61;2.46;3.61;0;0;0
Albert Heijn;PrivateLabel;wk 13 19;49808;2.5;3.63;2.48;3.63;0;0;0
Albert Heijn;PrivateLabel;wk 14 19;49504;2.39;3.48;2.52;3.68;0;0;0
Albert Heijn;PrivateLabel;wk 15 19;47909;2.53;3.67;2.51;3.65;0;0;0
Albert Heijn;PrivateLabel;wk 16 19;49868;2.51;3.67;2.48;3.65;0;0;0
Albert Heijn;PrivateLabel;wk 17 19;50338;2.49;3.62;2.53;3.67;0;0;0
Albert Heijn;PrivateLabel;wk 18 19;45467;2.5;3.63;2.5;3.62;0;0;0
Albert Heijn;PrivateLabel;wk 19 19;42831;2.51;3.66;2.5;3.63;0;0;0
Albert Heijn;PrivateLabel;wk 20 19;55000;2.43;3.61;2.52;3.65;100;0;0
Albert Heijn;PrivateLabel;wk 21 19;47490;2.48;3.6;2.49;3.62;0;0;0
Albert Heijn;PrivateLabel;wk 22 19;53297;2.48;3.59;2.51;3.63;0;0;0
Albert Heijn;PrivateLabel;wk 23 19;52930;2.49;3.59;2.47;3.58;0;0;0
Albert Heijn;PrivateLabel;wk 24 19;45447;2.57;3.75;2.58;3.76;0;0;0
Albert Heijn;PrivateLabel;wk 25 19;59519;2.49;3.6;2.51;3.61;0;0;0
Albert Heijn;PrivateLabel;wk 26 19;71968;2.46;3.55;2.49;3.62;0;0;0
Albert Heijn;PrivateLabel;wk 27 19;50157;2.49;3.57;2.49;3.58;0;0;0
Albert Heijn;PrivateLabel;wk 28 19;47990;2.49;3.61;2.49;3.61;0;0;0
Albert Heijn;PrivateLabel;wk 29 19;67561;2.12;3.03;2.48;3.58;0;29;0
Albert Heijn;PrivateLabel;wk 30 19;67312;2.49;3.61;2.53;3.69;0;0;0
Albert Heijn;PrivateLabel;wk 31 19;41738;2.48;3.63;2.51;3.66;0;0;0
Albert Heijn;PrivateLabel;wk 32 19;42521;2.48;3.62;2.55;3.72;0;0;0
Albert Heijn;PrivateLabel;wk 33 19;70707;2.06;2.92;2.5;3.63;99;0;33
Albert Heijn;PrivateLabel;wk 34 19;53445;2.45;3.54;2.45;3.54;0;0;0
Albert Heijn;PrivateLabel;wk 35 19;64610;2.45;3.53;2.49;3.6;0;0;0
Albert Heijn;PrivateLabel;wk 36 19;50026;2.47;3.55;2.47;3.57;0;0;0
Albert Heijn;PrivateLabel;wk 37 19;43149;2.49;3.61;2.47;3.57;0;0;0
Albert Heijn;PrivateLabel;wk 38 19;46358;2.45;3.53;2.44;3.51;0;0;0
Albert Heijn;PrivateLabel;wk 39 19;46583;2.49;3.6;2.45;3.51;0;0;0
Albert Heijn;PrivateLabel;wk 40 19;44977;2.47;3.57;2.49;3.62;0;0;0
Albert Heijn;PrivateLabel;wk 41 19;47141;2.42;3.48;2.5;3.61;0;0;0
Albert Heijn;PrivateLabel;wk 42 19;45109;2.47;3.56;2.5;3.63;0;0;0
Albert Heijn;PrivateLabel;wk 43 19;40328;2.43;3.53;2.46;3.55;0;0;0
Albert Heijn;PrivateLabel;wk 44 19;45894;2.46;3.54;2.48;3.57;0;0;0
Albert Heijn;PrivateLabel;wk 45 19;56553;2.22;3.13;2.5;3.63;68;5;38
Albert Heijn;PrivateLabel;wk 46 19;44386;2.47;3.54;2.46;3.54;0;0;0
Albert Heijn;PrivateLabel;wk 47 19;45543;2.46;3.52;2.49;3.6;0;0;0
Albert Heijn;PrivateLabel;wk 48 19;41654;2.49;3.6;2.49;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 49 19;43775;2.48;3.56;2.5;3.63;0;0;0
Albert Heijn;PrivateLabel;wk 50 19;44940;2.47;3.55;2.54;3.6;0;0;0
Albert Heijn;PrivateLabel;wk 51 19;44423;2.52;3.66;2.46;3.54;0;0;0
Albert Heijn;PrivateLabel;wk 52 19;36805;2.53;3.73;2.54;3.69;0;0;0
Albert Heijn;PrivateLabel;wk 01 20;42457;2.49;3.62;2.49;3.64;0;0;0
Albert Heijn;PrivateLabel;wk 02 20;44864;2.48;3.57;2.54;3.7;0;0;0
Albert Heijn;PrivateLabel;wk 03 20;45932;2.48;3.57;2.54;3.66;0;0;0
Albert Heijn;PrivateLabel;wk 04 20;43426;2.48;3.59;2.51;3.65;0;0;0
Albert Heijn;PrivateLabel;wk 05 20;44422;2.49;3.6;2.54;3.67;0;0;0
Albert Heijn;PrivateLabel;wk 06 20;43829;2.49;3.6;2.5;3.63;0;0;0
Albert Heijn;PrivateLabel;wk 07 20;51056;2.47;3.59;2.48;3.57;0;0;0
Albert Heijn;PrivateLabel;wk 08 20;41268;2.45;3.55;2.46;3.55;0;0;0
Albert Heijn;PrivateLabel;wk 09 20;48142;2.44;3.52;2.49;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 10 20;56147;2.37;3.44;2.47;3.58;98;0;0
Albert Heijn;PrivateLabel;wk 11 20;76358;2.44;3.46;2.48;3.53;0;0;0
Albert Heijn;PrivateLabel;wk 12 20;63408;2.45;3.47;2.47;3.54;0;0;0
Albert Heijn;PrivateLabel;wk 13 20;50453;2.46;3.52;2.49;3.55;0;0;0
Albert Heijn;PrivateLabel;wk 14 20;42849;2.51;3.63;2.48;3.55;0;0;0
Albert Heijn;PrivateLabel;wk 15 20;52985;2.48;3.59;2.55;3.68;0;0;0
Albert Heijn;PrivateLabel;wk 16 20;48421;2.5;3.61;2.44;3.5;0;0;0
Albert Heijn;PrivateLabel;wk 17 20;57100;2.48;3.57;2.48;3.58;0;0;0
Albert Heijn;PrivateLabel;wk 18 20;51053;2.47;3.57;2.53;3.66;0;0;0
Albert Heijn;PrivateLabel;wk 19 20;48090;2.48;3.6;2.46;3.56;0;0;0
Albert Heijn;PrivateLabel;wk 20 20;48620;2.46;3.56;2.52;3.66;0;0;0
Albert Heijn;PrivateLabel;wk 21 20;53275;2.46;3.58;2.51;3.64;0;0;0
Albert Heijn;PrivateLabel;wk 22 20;53293;2.47;3.61;2.52;3.69;0;0;0
Albert Heijn;PrivateLabel;wk 23 20;50639;2.49;3.63;2.42;3.52;0;0;0
Albert Heijn;PrivateLabel;wk 24 20;42878;2.52;3.71;2.52;3.69;0;0;0
Albert Heijn;PrivateLabel;wk 25 20;49002;2.5;3.65;2.48;3.62;0;0;0
Albert Heijn;PrivateLabel;wk 26 20;61747;2.47;3.61;2.5;3.65;0;0;0
Albert Heijn;PrivateLabel;wk 27 20;48240;2.47;3.59;2.49;3.63;0;0;0
Albert Heijn;PrivateLabel;wk 28 20;38373;2.5;3.67;2.51;3.7;0;2;0
Albert Heijn;PrivateLabel;wk 29 20;39548;2.49;3.66;2.52;3.68;0;0;0
Albert Heijn;PrivateLabel;wk 30 20;39880;2.48;3.63;2.49;3.6;0;3;0
Albert Heijn;PrivateLabel;wk 31 20;41261;2.46;3.64;2.51;3.67;0;0;0
Albert Heijn;PrivateLabel;wk 32 20;46102;2.48;3.72;2.49;3.66;0;0;0
Albert Heijn;PrivateLabel;wk 33 20;56849;2.43;3.59;2.49;3.74;0;0;0
Albert Heijn;PrivateLabel;wk 34 20;47890;2.43;3.6;2.48;3.68;0;0;0
Albert Heijn;PrivateLabel;wk 35 20;45137;2.43;3.56;2.39;3.53;0;0;0
Albert Heijn;PrivateLabel;wk 36 20;38836;2.5;3.67;2.48;3.65;0;3;0
Albert Heijn;PrivateLabel;wk 37 20;38255;2.47;3.62;2.46;3.6;0;0;0
Albert Heijn;PrivateLabel;wk 38 20;40520;2.46;3.61;2.49;3.64;0;0;0
Albert Heijn;PrivateLabel;wk 39 20;50707;2.26;3.24;2.47;3.6;0;0;0
Albert Heijn;PrivateLabel;wk 40 20;38845;2.46;3.59;2.43;3.55;0;0;0
Albert Heijn;PrivateLabel;wk 41 20;47341;2.26;3.23;2.46;3.57;0;0;0
Albert Heijn;PrivateLabel;wk 42 20;35325;2.47;3.62;2.46;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 43 20;41199;2.31;3.34;2.44;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 44 20;37346;2.47;3.61;2.48;3.65;0;0;0
Albert Heijn;PrivateLabel;wk 45 20;43753;2.36;3.41;2.4;3.49;0;0;0
Albert Heijn;PrivateLabel;wk 46 20;48500;2.33;3.36;2.44;3.55;0;0;0
Albert Heijn;PrivateLabel;wk 47 20;34821;2.42;3.57;2.45;3.59;0;0;0
Albert Heijn;PrivateLabel;wk 48 20;43283;2.35;3.39;2.4;3.51;0;0;0
Albert Heijn;PrivateLabel;wk 49 20;44743;2.33;3.34;2.36;3.4;0;0;0
Albert Heijn;PrivateLabel;wk 50 20;43320;2.33;3.37;2.36;3.4;0;0;0
Albert Heijn;PrivateLabel;wk 51 20;46276;2.37;3.45;2.36;3.43;0;0;0
Albert Heijn;PrivateLabel;wk 52 20;42473;2.37;3.48;2.37;3.43;0;0;0
Albert Heijn;EuroShopper;wk 01 17;40270;1.21;1.39;1.22;1.41;0;0;0
Albert Heijn;EuroShopper;wk 02 17;42511;1.24;1.44;1.24;1.44;0;0;0
Albert Heijn;EuroShopper;wk 03 17;45215;1.24;1.44;1.24;1.44;0;0;0
Albert Heijn;EuroShopper;wk 04 17;45931;1.25;1.46;1.25;1.46;0;0;0
Albert Heijn;EuroShopper;wk 05 17;44032;1.23;1.42;1.25;1.46;0;0;0
Albert Heijn;EuroShopper;wk 06 17;44584;1.22;1.42;1.24;1.44;0;0;0
Albert Heijn;EuroShopper;wk 07 17;46952;1.22;1.42;1.23;1.42;0;0;0
Albert Heijn;EuroShopper;wk 08 17;48173;1.23;1.43;1.24;1.45;0;0;0
Albert Heijn;EuroShopper;wk 09 17;43356;1.24;1.44;1.25;1.46;0;0;0
Albert Heijn;EuroShopper;wk 10 17;45248;1.24;1.44;1.21;1.4;0;0;0
Albert Heijn;EuroShopper;wk 11 17;47588;1.23;1.42;1.24;1.44;0;0;0
Albert Heijn;EuroShopper;wk 12 17;48306;1.23;1.43;1.23;1.42;0;0;0
Albert Heijn;EuroShopper;wk 13 17;49460;1.23;1.42;1.23;1.43;0;0;0
Albert Heijn;EuroShopper;wk 14 17;50078;1.22;1.41;1.22;1.4;0;0;0
Albert Heijn;EuroShopper;wk 15 17;48859;1.23;1.42;1.21;1.38;0;0;0
Albert Heijn;EuroShopper;wk 16 17;41834;1.23;1.43;1.26;1.47;0;0;0
Albert Heijn;EuroShopper;wk 17 17;40551;1.23;1.43;1.24;1.45;0;0;0
Albert Heijn;EuroShopper;wk 18 17;39990;1.2;1.38;1.21;1.39;0;0;0
Albert Heijn;EuroShopper;wk 19 17;45807;1.21;1.39;1.19;1.37;0;0;0
Albert Heijn;EuroShopper;wk 20 17;53666;1.21;1.38;1.23;1.43;0;0;0
Albert Heijn;EuroShopper;wk 21 17;57938;1.2;1.38;1.2;1.38;83;0;0
Albert Heijn;EuroShopper;wk 22 17;56422;1.21;1.4;1.21;1.38;0;0;0
Albert Heijn;EuroShopper;wk 23 17;49847;1.25;1.43;1.2;1.37;0;0;0
Albert Heijn;EuroShopper;wk 24 17;49349;1.24;1.41;1.2;1.37;0;0;0
Albert Heijn;EuroShopper;wk 25 17;57521;1.24;1.41;1.25;1.43;0;0;0
Albert Heijn;EuroShopper;wk 26 17;48371;1.25;1.44;1.24;1.41;0;0;0
Albert Heijn;EuroShopper;wk 27 17;52214;1.25;1.43;1.24;1.42;0;0;0
Albert Heijn;EuroShopper;wk 28 17;47412;1.24;1.42;1.24;1.42;0;0;0
Albert Heijn;EuroShopper;wk 29 17;45520;1.22;1.38;1.25;1.44;0;0;0
Albert Heijn;EuroShopper;wk 30 17;38122;1.23;1.41;1.25;1.43;0;0;0
Albert Heijn;EuroShopper;wk 31 17;38156;1.23;1.41;1.24;1.42;0;0;0
Albert Heijn;EuroShopper;wk 32 17;38231;1.23;1.4;1.22;1.4;0;0;0
Albert Heijn;EuroShopper;wk 33 17;40659;1.23;1.4;1.22;1.39;0;0;0
Albert Heijn;EuroShopper;wk 34 17;45396;1.24;1.42;1.22;1.39;0;0;0
Albert Heijn;EuroShopper;wk 35 17;46700;1.25;1.44;1.23;1.41;0;0;0
Albert Heijn;EuroShopper;wk 36 17;42664;1.25;1.43;1.26;1.44;0;0;0
Albert Heijn;EuroShopper;wk 37 17;41524;1.25;1.44;1.25;1.43;81;0;0
Albert Heijn;EuroShopper;wk 38 17;42200;1.25;1.44;1.23;1.4;0;0;0
Albert Heijn;EuroShopper;wk 39 17;40995;1.26;1.45;1.26;1.45;0;0;0
Albert Heijn;EuroShopper;wk 40 17;40584;1.26;1.45;1.25;1.43;0;0;0
Albert Heijn;EuroShopper;wk 41 17;37813;1.24;1.42;1.25;1.44;0;0;0
Albert Heijn;EuroShopper;wk 42 17;40621;1.25;1.43;1.25;1.44;0;0;0
Albert Heijn;EuroShopper;wk 43 17;40676;1.26;1.45;1.25;1.43;0;0;0
Albert Heijn;EuroShopper;wk 44 17;50220;1.36;1.61;1.21;1.38;0;0;0
Albert Heijn;EuroShopper;wk 45 17;41029;1.27;1.46;1.32;1.55;0;0;0
Albert Heijn;EuroShopper;wk 46 17;42625;1.26;1.46;1.3;1.51;0;0;0
Albert Heijn;EuroShopper;wk 47 17;42402;1.26;1.45;1.3;1.51;0;0;0
Albert Heijn;EuroShopper;wk 48 17;38876;1.24;1.42;1.25;1.44;0;0;0
Albert Heijn;EuroShopper;wk 49 17;41047;1.23;1.41;1.25;1.44;0;0;0
Albert Heijn;EuroShopper;wk 50 17;40723;1.25;1.45;1.24;1.42;0;0;0
Albert Heijn;EuroShopper;wk 51 17;47943;1.26;1.46;1.27;1.46;0;0;0
Albert Heijn;EuroShopper;wk 52 17;29533;1.28;1.49;1.27;1.48;0;0;0
Albert Heijn;EuroShopper;wk 01 18;33905;1.27;1.47;1.28;1.49;0;0;0
Albert Heijn;EuroShopper;wk 02 18;38700;1.27;1.48;1.27;1.48;0;0;0
Albert Heijn;EuroShopper;wk 03 18;40106;1.26;1.46;1.25;1.44;0;0;0
Albert Heijn;EuroShopper;wk 04 18;41346;1.27;1.47;1.27;1.47;0;1;0
Albert Heijn;EuroShopper;wk 05 18;40482;1.27;1.47;1.27;1.48;0;0;0
Albert Heijn;EuroShopper;wk 06 18;40507;1.25;1.43;1.28;1.49;0;0;0
Albert Heijn;EuroShopper;wk 07 18;40414;1.25;1.44;1.25;1.43;0;0;0
Albert Heijn;EuroShopper;wk 08 18;37624;1.27;1.47;1.27;1.47;0;0;0
Albert Heijn;EuroShopper;wk 09 18;36823;1.31;1.51;1.26;1.46;0;0;0
Albert Heijn;EuroShopper;wk 10 18;40701;1.3;1.51;1.25;1.45;0;0;0
Albert Heijn;EuroShopper;wk 11 18;40667;1.3;1.5;1.32;1.54;0;0;0
Albert Heijn;EuroShopper;wk 12 18;42596;1.3;1.51;1.26;1.44;0;0;0
Albert Heijn;EuroShopper;wk 13 18;40088;1.29;1.49;1.33;1.55;0;0;0
Albert Heijn;EuroShopper;wk 14 18;39168;1.3;1.49;1.29;1.49;0;0;0
Albert Heijn;EuroShopper;wk 15 18;42006;1.3;1.49;1.3;1.5;0;0;0
Albert Heijn;EuroShopper;wk 16 18;49752;1.27;1.46;1.28;1.46;0;0;0
Albert Heijn;EuroShopper;wk 17 18;43174;1.29;1.49;1.28;1.46;0;0;0
Albert Heijn;EuroShopper;wk 18 18;40223;1.29;1.48;1.3;1.5;0;0;0
Albert Heijn;EuroShopper;wk 19 18;46997;1.26;1.43;1.29;1.48;0;0;0
Albert Heijn;EuroShopper;wk 20 18;45796;1.27;1.45;1.29;1.49;0;0;0
Albert Heijn;EuroShopper;wk 21 18;52827;1.28;1.47;1.27;1.45;0;0;0
Albert Heijn;EuroShopper;wk 22 18;55254;1.25;1.41;1.25;1.42;0;0;0
Albert Heijn;EuroShopper;wk 23 18;51277;1.24;1.41;1.24;1.4;0;0;0
Albert Heijn;EuroShopper;wk 24 18;46239;1.23;1.39;1.24;1.41;0;0;0
Albert Heijn;EuroShopper;wk 25 18;46148;1.24;1.41;1.24;1.4;0;0;0
Albert Heijn;EuroShopper;wk 26 18;48371;1.23;1.39;1.23;1.39;0;0;0
Albert Heijn;EuroShopper;wk 27 18;53975;1.22;1.37;1.21;1.36;0;0;0
Albert Heijn;EuroShopper;wk 28 18;44910;1.19;1.33;1.25;1.42;0;0;0
Albert Heijn;EuroShopper;wk 29 18;53910;1.18;1.32;1.19;1.33;0;0;0
Albert Heijn;EuroShopper;wk 30 18;58593;1.18;1.31;1.23;1.38;0;0;0
Albert Heijn;EuroShopper;wk 31 18;54768;1.18;1.32;1.21;1.35;0;0;0
Albert Heijn;EuroShopper;wk 32 18;43364;1.29;1.48;1.24;1.4;0;0;0
